customer_id,join_date,country,age,recency,frequency,monetary
CUST_0863,2022-05-01,Germany,28,16.0,9.0,9205.42
CUST_0864,2022-08-02,USA,63,144.0,3.0,2318.12
CUST_0865,2022-08-27,France,67,11.0,11.0,8491.71
CUST_0866,2022-02-25,UK,38,69.0,5.0,3750.91
CUST_0867,2022-12-16,Canada,38,303.0,2.0,1198.9
CUST_0868,2022-04-17,USA,22,24.0,6.0,3395.54
CUST_0869,2022-11-15,Canada,65,1.0,4.0,3702.97
CUST_0870,2022-02-17,UK,37,13.0,2.0,811.81
CUST_0871,2022-03-02,UK,54,2.0,8.0,6906.62
CUST_0872,2022-12-03,USA,20,16.0,9.0,10903.33
CUST_0873,2022-01-26,Germany,61,7.0,4.0,2030.6899999999998
CUST_0874,2022-10-19,France,50,999.0,0.0,0.0
CUST_0875,2022-09-14,USA,26,3.0,6.0,3956.8900000000003
CUST_0876,2022-01-08,USA,26,15.0,8.0,7972.48
CUST_0877,2022-04-23,USA,21,18.0,11.0,9878.05
CUST_0878,2022-12-21,Canada,52,12.0,2.0,1015.9
CUST_0879,2022-09-10,Canada,34,999.0,0.0,0.0
CUST_0880,2022-06-29,UK,51,5.0,9.0,4035.32
CUST_0881,2022-07-26,USA,41,16.0,2.0,988.15
CUST_0882,2022-10-30,USA,49,12.0,6.0,5088.28
CUST_0883,2022-05-07,UK,18,6.0,12.0,6213.5
CUST_0884,2022-02-25,UK,25,999.0,0.0,0.0
CUST_0885,2022-08-02,Australia,62,166.0,5.0,2772.54
CUST_0886,2022-01-14,USA,40,82.0,1.0,1290.63
CUST_0887,2022-01-28,Canada,64,25.0,4.0,4835.17
CUST_0888,2022-03-19,UK,57,2.0,9.0,8374.5
CUST_0889,2022-08-04,UK,29,168.0,2.0,1187.2
CUST_0890,2022-12-31,Germany,29,4.0,24.0,18979.6
CUST_0891,2022-06-03,Canada,63,44.0,3.0,2819.52
CUST_0892,2022-01-14,Australia,64,223.0,1.0,67.41
CUST_0893,2022-07-06,USA,32,164.0,1.0,1305.8
CUST_0894,2022-11-08,USA,58,49.0,4.0,2282.73
CUST_0895,2022-01-07,Germany,36,47.0,2.0,1749.02
CUST_0896,2022-01-03,UK,43,999.0,0.0,0.0
CUST_0897,2022-04-21,USA,69,83.0,3.0,1646.99
CUST_0898,2022-08-26,USA,46,57.0,1.0,329.62
CUST_0899,2022-12-29,USA,39,8.0,3.0,1840.8899999999999
CUST_0900,2022-08-27,France,57,50.0,5.0,4472.46
CUST_0901,2022-10-01,USA,38,10.0,7.0,6112.969999999999
CUST_0902,2022-10-21,USA,68,999.0,0.0,0.0
CUST_0903,2022-08-15,USA,55,999.0,0.0,0.0
CUST_0904,2022-01-15,USA,37,4.0,7.0,5132.24
CUST_0905,2022-07-11,USA,46,272.0,2.0,1748.13
CUST_0906,2022-04-29,UK,68,208.0,1.0,613.66
CUST_0907,2022-01-28,USA,21,1.0,10.0,8148.46
CUST_0908,2022-07-21,France,24,64.0,3.0,3694.07
CUST_0909,2022-02-08,USA,45,84.0,3.0,1711.9899999999998
CUST_0910,2022-09-30,UK,45,38.0,1.0,890.75
CUST_0911,2022-08-19,France,21,16.0,4.0,2487.22
CUST_0912,2022-03-27,Canada,39,52.0,3.0,1284.29
CUST_0913,2022-05-06,UK,29,144.0,5.0,3970.04
CUST_0914,2022-10-27,USA,62,74.0,7.0,6176.45
CUST_0915,2022-01-25,USA,20,8.0,8.0,5750.21
CUST_0916,2022-05-25,Canada,39,10.0,4.0,2734.67
CUST_0917,2022-01-13,Australia,61,198.0,1.0,580.59
CUST_0918,2022-07-31,Canada,19,10.0,11.0,10209.39
CUST_0919,2022-01-25,UK,41,39.0,5.0,5397.0
CUST_0920,2022-03-09,Germany,51,9.0,8.0,6572.14
CUST_0921,2022-03-08,UK,44,999.0,0.0,0.0
CUST_0922,2022-08-21,USA,58,179.0,1.0,233.54
CUST_0923,2022-04-19,UK,18,2.0,14.0,8559.29
CUST_0924,2022-05-26,Australia,25,71.0,5.0,4086.4700000000003
CUST_0925,2022-04-21,USA,40,26.0,7.0,4964.4
CUST_0926,2022-08-16,Canada,55,45.0,5.0,1715.25
CUST_0927,2022-04-21,USA,23,38.0,7.0,4606.37
CUST_0928,2022-02-03,UK,39,2.0,5.0,4940.27
CUST_0929,2022-04-21,USA,42,5.0,9.0,3722.86
CUST_0930,2022-09-21,UK,35,999.0,0.0,0.0
CUST_0931,2022-08-24,Germany,34,146.0,3.0,3655.33
CUST_0932,2022-03-24,USA,29,141.0,1.0,67.41
CUST_0933,2022-02-11,Canada,23,7.0,2.0,4081.1
CUST_0934,2022-04-11,Germany,43,1.0,5.0,3236.12
CUST_0935,2022-01-06,Australia,44,45.0,4.0,3406.5
CUST_0936,2022-06-29,USA,25,185.0,2.0,1538.62
CUST_0937,2022-10-09,USA,36,175.0,1.0,1218.12
CUST_0938,2022-11-16,USA,59,999.0,0.0,0.0
CUST_0939,2022-08-14,Australia,18,34.0,3.0,3330.88
CUST_0940,2022-11-11,Australia,46,8.0,3.0,2420.45
CUST_0941,2022-12-31,UK,62,6.0,17.0,8747.23
CUST_0942,2022-08-17,France,66,4.0,7.0,5068.1
CUST_0943,2022-10-16,UK,52,113.0,1.0,94.29
CUST_0944,2022-05-30,Canada,57,14.0,2.0,2261.02
CUST_0945,2022-10-04,USA,31,38.0,7.0,4453.87
CUST_0946,2022-07-17,Germany,52,62.0,3.0,2027.9
CUST_0947,2022-03-11,USA,65,10.0,9.0,6070.2300000000005
CUST_0948,2022-04-22,France,62,39.0,10.0,8856.35
CUST_0949,2022-01-04,Germany,37,81.0,3.0,2540.67
CUST_0950,2022-12-16,Germany,66,187.0,2.0,2302.59
CUST_0951,2022-11-27,USA,30,38.0,11.0,6977.06
CUST_0952,2022-11-14,USA,55,48.0,2.0,575.71
CUST_0953,2022-12-16,USA,66,39.0,12.0,12213.79
CUST_0954,2022-04-05,USA,63,20.0,8.0,4774.49
CUST_0955,2022-06-01,USA,66,18.0,4.0,3258.26
CUST_0956,2022-11-07,Australia,25,238.0,1.0,220.96
CUST_0957,2022-05-17,UK,60,999.0,0.0,0.0
CUST_0958,2022-09-04,USA,37,7.0,11.0,6745.34
CUST_0959,2022-08-31,USA,50,999.0,0.0,0.0
CUST_0960,2022-01-31,UK,43,16.0,6.0,3650.36
CUST_0961,2022-02-09,Canada,56,11.0,2.0,1467.38
CUST_0962,2022-08-17,UK,38,50.0,2.0,1466.3999999999999
CUST_0963,2022-02-05,Australia,66,25.0,8.0,6678.889999999999
CUST_0964,2022-08-11,UK,59,1.0,8.0,6905.21
CUST_0965,2022-01-06,Australia,60,17.0,3.0,3772.4100000000003
CUST_0966,2022-11-18,France,58,245.0,1.0,31.43
CUST_0967,2022-08-08,USA,26,327.0,1.0,1338.4499999999998
CUST_0968,2022-03-16,Australia,41,65.0,3.0,2533.3399999999997
CUST_0969,2022-01-04,USA,54,131.0,2.0,1305.3200000000002
CUST_0970,2022-12-01,France,66,26.0,2.0,581.5
CUST_0971,2022-05-14,USA,58,999.0,0.0,0.0
CUST_0972,2022-04-28,France,34,187.0,4.0,4274.29
CUST_0973,2022-04-04,France,41,999.0,0.0,0.0
CUST_0974,2022-03-03,France,38,44.0,8.0,7025.57
CUST_0975,2022-07-13,Germany,68,199.0,2.0,1009.0699999999999
CUST_0976,2022-12-01,USA,56,14.0,2.0,1115.93
CUST_0977,2022-07-22,USA,58,999.0,0.0,0.0
CUST_0978,2022-01-26,UK,56,17.0,9.0,6355.37
CUST_0979,2022-06-22,USA,30,233.0,2.0,1501.35
CUST_0980,2022-10-27,Canada,28,19.0,7.0,3547.15
CUST_0981,2022-05-13,USA,63,7.0,21.0,15681.52
CUST_0982,2022-11-22,Australia,36,999.0,0.0,0.0
CUST_0983,2022-04-28,Canada,28,10.0,15.0,10698.69
CUST_0984,2022-11-20,France,30,15.0,26.0,16483.36
CUST_0985,2022-10-02,USA,63,3.0,11.0,7767.24
CUST_0986,2022-07-31,France,62,14.0,9.0,6430.3
CUST_0987,2022-08-13,Australia,18,999.0,0.0,0.0
CUST_0988,2022-01-20,UK,57,7.0,3.0,2486.6800000000003
CUST_0989,2022-04-23,Canada,61,999.0,0.0,0.0
CUST_0990,2022-05-20,Germany,36,324.0,1.0,1189.8000000000002
CUST_0991,2022-02-16,USA,29,3.0,31.0,23814.73
CUST_0992,2022-01-01,UK,25,999.0,0.0,0.0
CUST_0993,2022-03-31,USA,25,10.0,9.0,7151.73
CUST_0994,2022-05-22,USA,62,2.0,9.0,6004.87
CUST_0995,2022-11-16,USA,29,6.0,9.0,7001.38
CUST_0996,2022-02-07,USA,65,5.0,21.0,10630.43
CUST_0997,2022-10-20,USA,50,340.0,1.0,463.71
CUST_0998,2022-05-19,USA,62,999.0,0.0,0.0
CUST_0999,2022-12-22,Australia,43,27.0,3.0,1800.37
CUST_1000,2022-11-29,UK,56,999.0,0.0,0.0
